Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
2020/10/08,under 18,2,1364,10/12/2020 02:15:02 PM
2020/10/09,under 18,1,1365,10/12/2020 02:15:02 PM
2020/10/10,under 18,2,1367,10/12/2020 02:15:02 PM
2020/10/11,under 18,0,1367,10/12/2020 02:15:02 PM
2020/03/10,41-50,2,6,10/12/2020 02:15:02 PM
2020/03/11,41-50,2,8,10/12/2020 02:15:02 PM
2020/03/12,41-50,2,10,10/12/2020 02:15:02 PM
2020/03/13,41-50,4,14,10/12/2020 02:15:02 PM
2020/03/14,41-50,1,15,10/12/2020 02:15:02 PM
2020/03/15,41-50,0,15,10/12/2020 02:15:02 PM
2020/03/16,41-50,10,25,10/12/2020 02:15:02 PM
2020/03/17,41-50,3,28,10/12/2020 02:15:02 PM
2020/03/18,41-50,4,32,10/12/2020 02:15:02 PM
2020/03/19,41-50,4,36,10/12/2020 02:15:02 PM
2020/03/20,41-50,8,44,10/12/2020 02:15:02 PM
2020/03/21,41-50,1,45,10/12/2020 02:15:02 PM
2020/03/22,41-50,6,51,10/12/2020 02:15:02 PM
2020/03/23,41-50,4,55,10/12/2020 02:15:02 PM
2020/03/24,41-50,6,61,10/12/2020 02:15:02 PM
2020/03/25,41-50,9,70,10/12/2020 02:15:02 PM
2020/03/26,41-50,5,75,10/12/2020 02:15:02 PM
2020/03/27,41-50,9,84,10/12/2020 02:15:02 PM
2020/03/28,41-50,1,85,10/12/2020 02:15:02 PM
2020/03/29,41-50,2,87,10/12/2020 02:15:02 PM
2020/03/30,41-50,10,97,10/12/2020 02:15:02 PM
2020/03/31,41-50,12,109,10/12/2020 02:15:02 PM
2020/04/01,41-50,7,116,10/12/2020 02:15:02 PM
2020/04/02,41-50,4,120,10/12/2020 02:15:02 PM
2020/04/03,41-50,3,123,10/12/2020 02:15:02 PM
2020/04/04,41-50,5,128,10/12/2020 02:15:02 PM
2020/04/05,41-50,3,131,10/12/2020 02:15:02 PM
2020/04/06,41-50,11,142,10/12/2020 02:15:02 PM
2020/04/07,41-50,12,154,10/12/2020 02:15:02 PM
2020/04/08,41-50,15,169,10/12/2020 02:15:02 PM
2020/04/09,41-50,20,189,10/12/2020 02:15:02 PM
2020/04/10,41-50,5,194,10/12/2020 02:15:02 PM
2020/04/11,41-50,1,195,10/12/2020 02:15:02 PM
2020/04/12,41-50,0,195,10/12/2020 02:15:02 PM
2020/04/13,41-50,6,201,10/12/2020 02:15:02 PM
2020/04/14,41-50,11,212,10/12/2020 02:15:02 PM
2020/04/15,41-50,7,219,10/12/2020 02:15:02 PM
2020/04/16,41-50,5,224,10/12/2020 02:15:02 PM
2020/04/17,41-50,8,232,10/12/2020 02:15:02 PM
2020/04/18,41-50,4,236,10/12/2020 02:15:02 PM
2020/04/19,41-50,7,243,10/12/2020 02:15:02 PM
2020/04/20,41-50,8,251,10/12/2020 02:15:02 PM
2020/04/21,41-50,7,258,10/12/2020 02:15:02 PM
2020/04/22,41-50,5,263,10/12/2020 02:15:02 PM
2020/04/23,41-50,4,267,10/12/2020 02:15:02 PM
2020/04/24,41-50,3,270,10/12/2020 02:15:02 PM
2020/04/25,41-50,13,283,10/12/2020 02:15:02 PM
2020/04/26,41-50,5,288,10/12/2020 02:15:02 PM
2020/04/27,41-50,5,293,10/12/2020 02:15:02 PM
2020/04/28,41-50,10,303,10/12/2020 02:15:02 PM
2020/04/29,41-50,7,310,10/12/2020 02:15:02 PM
2020/04/30,41-50,5,315,10/12/2020 02:15:02 PM
2020/05/01,41-50,8,323,10/12/2020 02:15:02 PM
2020/05/02,41-50,4,327,10/12/2020 02:15:02 PM
2020/05/03,41-50,2,329,10/12/2020 02:15:02 PM
2020/05/04,41-50,16,345,10/12/2020 02:15:02 PM
2020/05/05,41-50,14,359,10/12/2020 02:15:02 PM
2020/05/06,41-50,7,366,10/12/2020 02:15:02 PM
2020/05/07,41-50,6,372,10/12/2020 02:15:02 PM
2020/05/08,41-50,7,379,10/12/2020 02:15:02 PM
2020/05/09,41-50,0,379,10/12/2020 02:15:02 PM
2020/05/10,41-50,1,380,10/12/2020 02:15:02 PM
2020/05/11,41-50,4,384,10/12/2020 02:15:02 PM
2020/05/12,41-50,6,390,10/12/2020 02:15:02 PM
2020/05/13,41-50,9,399,10/12/2020 02:15:02 PM
2020/05/14,41-50,4,403,10/12/2020 02:15:02 PM
2020/05/15,41-50,6,409,10/12/2020 02:15:02 PM
2020/05/16,41-50,1,410,10/12/2020 02:15:02 PM
2020/05/17,41-50,0,410,10/12/2020 02:15:02 PM
2020/05/18,41-50,6,416,10/12/2020 02:15:02 PM
2020/05/19,41-50,6,422,10/12/2020 02:15:02 PM
2020/05/20,41-50,12,434,10/12/2020 02:15:02 PM
2020/05/21,41-50,4,438,10/12/2020 02:15:02 PM
2020/05/22,41-50,5,443,10/12/2020 02:15:02 PM
2020/05/23,41-50,1,444,10/12/2020 02:15:02 PM
2020/05/24,41-50,2,446,10/12/2020 02:15:02 PM
2020/05/25,41-50,2,448,10/12/2020 02:15:02 PM
2020/05/26,41-50,5,453,10/12/2020 02:15:02 PM
2020/05/27,41-50,2,455,10/12/2020 02:15:02 PM
2020/05/28,41-50,3,458,10/12/2020 02:15:02 PM
2020/05/29,41-50,6,464,10/12/2020 02:15:02 PM
2020/05/30,41-50,3,467,10/12/2020 02:15:02 PM
2020/05/31,41-50,4,471,10/12/2020 02:15:02 PM
2020/06/01,41-50,8,479,10/12/2020 02:15:02 PM
2020/06/02,41-50,9,488,10/12/2020 02:15:02 PM
2020/06/03,41-50,2,490,10/12/2020 02:15:02 PM
2020/06/04,41-50,2,492,10/12/2020 02:15:02 PM
2020/06/05,41-50,3,495,10/12/2020 02:15:02 PM
2020/06/06,41-50,6,501,10/12/2020 02:15:02 PM
2020/06/07,41-50,5,506,10/12/2020 02:15:02 PM
2020/06/08,41-50,6,512,10/12/2020 02:15:02 PM
2020/06/09,41-50,8,520,10/12/2020 02:15:02 PM
2020/06/10,41-50,7,527,10/12/2020 02:15:02 PM
2020/06/11,41-50,4,531,10/12/2020 02:15:02 PM
2020/06/12,41-50,6,537,10/12/2020 02:15:02 PM
2020/06/13,41-50,4,541,10/12/2020 02:15:02 PM
2020/06/14,41-50,3,544,10/12/2020 02:15:02 PM
2020/06/15,41-50,5,549,10/12/2020 02:15:02 PM
2020/06/16,41-50,9,558,10/12/2020 02:15:02 PM
2020/06/17,41-50,7,565,10/12/2020 02:15:02 PM
2020/06/18,41-50,9,574,10/12/2020 02:15:02 PM
2020/06/19,41-50,6,580,10/12/2020 02:15:02 PM
2020/06/20,41-50,8,588,10/12/2020 02:15:02 PM
2020/06/21,41-50,6,594,10/12/2020 02:15:02 PM
2020/06/22,41-50,15,609,10/12/2020 02:15:02 PM
2020/06/23,41-50,15,624,10/12/2020 02:15:02 PM
2020/06/24,41-50,10,634,10/12/2020 02:15:02 PM
2020/06/25,41-50,4,638,10/12/2020 02:15:02 PM
2020/06/26,41-50,5,643,10/12/2020 02:15:02 PM
2020/06/27,41-50,4,647,10/12/2020 02:15:02 PM
2020/06/28,41-50,2,649,10/12/2020 02:15:02 PM
2020/06/29,41-50,15,664,10/12/2020 02:15:02 PM
2020/06/30,41-50,13,677,10/12/2020 02:15:02 PM
2020/07/01,41-50,8,685,10/12/2020 02:15:02 PM
2020/07/02,41-50,15,700,10/12/2020 02:15:02 PM
2020/07/03,41-50,23,723,10/12/2020 02:15:02 PM
2020/07/04,41-50,0,723,10/12/2020 02:15:02 PM
2020/07/05,41-50,8,731,10/12/2020 02:15:02 PM
2020/07/06,41-50,15,746,10/12/2020 02:15:02 PM
2020/07/07,41-50,13,759,10/12/2020 02:15:02 PM
2020/07/08,41-50,16,775,10/12/2020 02:15:02 PM
2020/07/09,41-50,9,784,10/12/2020 02:15:02 PM
2020/07/10,41-50,24,808,10/12/2020 02:15:02 PM
2020/07/11,41-50,12,820,10/12/2020 02:15:02 PM
2020/07/12,41-50,13,833,10/12/2020 02:15:02 PM
2020/07/13,41-50,19,852,10/12/2020 02:15:02 PM
2020/07/14,41-50,23,875,10/12/2020 02:15:02 PM
2020/07/15,41-50,20,895,10/12/2020 02:15:02 PM
2020/07/16,41-50,30,925,10/12/2020 02:15:02 PM
2020/07/17,41-50,21,946,10/12/2020 02:15:02 PM
2020/07/18,41-50,8,954,10/12/2020 02:15:02 PM
2020/07/19,41-50,17,971,10/12/2020 02:15:02 PM
2020/07/20,41-50,25,996,10/12/2020 02:15:02 PM
2020/07/21,41-50,21,1017,10/12/2020 02:15:02 PM
2020/07/22,41-50,21,1038,10/12/2020 02:15:02 PM
2020/07/23,41-50,22,1060,10/12/2020 02:15:02 PM
2020/07/24,41-50,26,1086,10/12/2020 02:15:02 PM
2020/07/25,41-50,12,1098,10/12/2020 02:15:02 PM
2020/07/26,41-50,6,1104,10/12/2020 02:15:02 PM
2020/07/27,41-50,13,1117,10/12/2020 02:15:02 PM
2020/07/28,41-50,17,1134,10/12/2020 02:15:02 PM
2020/07/29,41-50,23,1157,10/12/2020 02:15:02 PM
2020/07/30,41-50,24,1181,10/12/2020 02:15:02 PM
2020/07/31,41-50,19,1200,10/12/2020 02:15:02 PM
2020/08/01,41-50,8,1208,10/12/2020 02:15:02 PM
2020/08/02,41-50,3,1211,10/12/2020 02:15:02 PM
2020/08/03,41-50,12,1223,10/12/2020 02:15:02 PM
2020/08/04,41-50,13,1236,10/12/2020 02:15:02 PM
2020/08/05,41-50,21,1257,10/12/2020 02:15:02 PM
2020/08/06,41-50,16,1273,10/12/2020 02:15:02 PM
2020/08/07,41-50,27,1300,10/12/2020 02:15:02 PM
2020/08/08,41-50,13,1313,10/12/2020 02:15:02 PM
2020/08/09,41-50,8,1321,10/12/2020 02:15:02 PM
2020/08/10,41-50,11,1332,10/12/2020 02:15:02 PM
2020/08/11,41-50,19,1351,10/12/2020 02:15:02 PM
2020/08/12,41-50,20,1371,10/12/2020 02:15:02 PM
2020/08/13,41-50,22,1393,10/12/2020 02:15:02 PM
2020/08/14,41-50,20,1413,10/12/2020 02:15:02 PM
2020/08/15,41-50,8,1421,10/12/2020 02:15:02 PM
2020/08/16,41-50,4,1425,10/12/2020 02:15:02 PM
2020/08/17,41-50,12,1437,10/12/2020 02:15:02 PM
2020/08/18,41-50,13,1450,10/12/2020 02:15:02 PM
2020/08/19,41-50,10,1460,10/12/2020 02:15:02 PM
2020/08/20,41-50,16,1476,10/12/2020 02:15:02 PM
2020/08/21,41-50,7,1483,10/12/2020 02:15:02 PM
2020/08/22,41-50,6,1489,10/12/2020 02:15:02 PM
2020/08/23,41-50,5,1494,10/12/2020 02:15:02 PM
2020/08/24,41-50,13,1507,10/12/2020 02:15:02 PM
2020/08/25,41-50,11,1518,10/12/2020 02:15:02 PM
2020/08/26,41-50,8,1526,10/12/2020 02:15:02 PM
2020/08/27,41-50,15,1541,10/12/2020 02:15:02 PM
2020/08/28,41-50,6,1547,10/12/2020 02:15:02 PM
2020/08/29,41-50,7,1554,10/12/2020 02:15:02 PM
2020/08/30,41-50,1,1555,10/12/2020 02:15:02 PM
2020/08/31,41-50,14,1569,10/12/2020 02:15:02 PM
2020/09/01,41-50,11,1580,10/12/2020 02:15:02 PM
2020/09/02,41-50,11,1591,10/12/2020 02:15:02 PM
2020/09/03,41-50,14,1605,10/12/2020 02:15:02 PM
2020/09/04,41-50,10,1615,10/12/2020 02:15:02 PM
2020/09/05,41-50,2,1617,10/12/2020 02:15:02 PM
2020/09/06,41-50,2,1619,10/12/2020 02:15:02 PM
2020/09/07,41-50,4,1623,10/12/2020 02:15:02 PM
2020/09/08,41-50,13,1636,10/12/2020 02:15:02 PM
2020/09/09,41-50,12,1648,10/12/2020 02:15:02 PM
2020/09/10,41-50,9,1657,10/12/2020 02:15:02 PM
2020/09/11,41-50,14,1671,10/12/2020 02:15:02 PM
2020/09/12,41-50,1,1672,10/12/2020 02:15:02 PM
2020/09/13,41-50,3,1675,10/12/2020 02:15:02 PM
2020/09/14,41-50,14,1689,10/12/2020 02:15:02 PM
2020/09/15,41-50,12,1701,10/12/2020 02:15:02 PM
2020/09/16,41-50,15,1716,10/12/2020 02:15:02 PM
2020/09/17,41-50,11,1727,10/12/2020 02:15:02 PM
2020/09/18,41-50,11,1738,10/12/2020 02:15:02 PM
2020/09/19,41-50,6,1744,10/12/2020 02:15:02 PM
2020/09/20,41-50,3,1747,10/12/2020 02:15:02 PM
2020/09/21,41-50,9,1756,10/12/2020 02:15:02 PM
2020/09/22,41-50,5,1761,10/12/2020 02:15:02 PM
2020/09/23,41-50,13,1774,10/12/2020 02:15:02 PM
2020/09/24,41-50,11,1785,10/12/2020 02:15:02 PM
2020/09/25,41-50,13,1798,10/12/2020 02:15:02 PM
2020/09/26,41-50,5,1803,10/12/2020 02:15:02 PM
2020/09/27,41-50,4,1807,10/12/2020 02:15:02 PM
2020/09/28,41-50,8,1815,10/12/2020 02:15:02 PM
2020/09/29,41-50,6,1821,10/12/2020 02:15:02 PM
2020/09/30,41-50,2,1823,10/12/2020 02:15:02 PM
2020/10/01,41-50,3,1826,10/12/2020 02:15:02 PM
2020/10/02,41-50,4,1830,10/12/2020 02:15:02 PM
2020/10/03,41-50,2,1832,10/12/2020 02:15:02 PM
2020/10/04,41-50,3,1835,10/12/2020 02:15:02 PM
2020/10/05,41-50,3,1838,10/12/2020 02:15:02 PM
2020/10/06,41-50,2,1840,10/12/2020 02:15:02 PM
2020/10/07,41-50,5,1845,10/12/2020 02:15:02 PM
2020/10/08,41-50,7,1852,10/12/2020 02:15:02 PM
2020/10/09,41-50,3,1855,10/12/2020 02:15:02 PM
2020/10/10,41-50,0,1855,10/12/2020 02:15:02 PM
2020/10/11,41-50,0,1855,10/12/2020 02:15:02 PM
2020/03/16,61-70,4,7,10/12/2020 02:15:02 PM
2020/03/17,61-70,1,8,10/12/2020 02:15:02 PM
2020/03/18,61-70,1,9,10/12/2020 02:15:02 PM
2020/03/19,61-70,1,10,10/12/2020 02:15:02 PM
2020/03/20,61-70,6,16,10/12/2020 02:15:02 PM
2020/03/21,61-70,1,17,10/12/2020 02:15:02 PM
2020/03/22,61-70,3,20,10/12/2020 02:15:02 PM
2020/03/23,61-70,3,23,10/12/2020 02:15:02 PM
2020/03/24,61-70,4,27,10/12/2020 02:15:02 PM
2020/03/25,61-70,8,35,10/12/2020 02:15:02 PM
2020/03/26,61-70,6,41,10/12/2020 02:15:02 PM
2020/03/27,61-70,5,46,10/12/2020 02:15:02 PM
2020/03/28,61-70,3,49,10/12/2020 02:15:02 PM
2020/03/29,61-70,1,50,10/12/2020 02:15:02 PM
2020/03/30,61-70,8,58,10/12/2020 02:15:02 PM
2020/03/31,61-70,6,64,10/12/2020 02:15:02 PM
2020/04/01,61-70,4,68,10/12/2020 02:15:02 PM
2020/04/02,61-70,4,72,10/12/2020 02:15:02 PM
2020/04/03,61-70,3,75,10/12/2020 02:15:02 PM
2020/04/04,61-70,0,75,10/12/2020 02:15:02 PM
2020/04/05,61-70,4,79,10/12/2020 02:15:02 PM
2020/04/06,61-70,9,88,10/12/2020 02:15:02 PM
2020/04/07,61-70,4,92,10/12/2020 02:15:02 PM
2020/04/08,61-70,9,101,10/12/2020 02:15:02 PM
2020/04/09,61-70,11,112,10/12/2020 02:15:02 PM
2020/04/10,61-70,3,115,10/12/2020 02:15:02 PM
2020/04/11,61-70,3,118,10/12/2020 02:15:02 PM
2020/04/12,61-70,1,119,10/12/2020 02:15:02 PM
2020/04/13,61-70,6,125,10/12/2020 02:15:02 PM
2020/04/14,61-70,6,131,10/12/2020 02:15:02 PM
2020/04/15,61-70,8,139,10/12/2020 02:15:02 PM
2020/04/16,61-70,2,141,10/12/2020 02:15:02 PM
2020/04/17,61-70,3,144,10/12/2020 02:15:02 PM
2020/04/18,61-70,1,145,10/12/2020 02:15:02 PM
2020/04/19,61-70,6,151,10/12/2020 02:15:02 PM
2020/04/20,61-70,4,155,10/12/2020 02:15:02 PM
2020/04/21,61-70,3,158,10/12/2020 02:15:02 PM
2020/04/22,61-70,8,166,10/12/2020 02:15:02 PM
2020/04/23,61-70,8,174,10/12/2020 02:15:02 PM
2020/04/24,61-70,2,176,10/12/2020 02:15:02 PM
2020/04/25,61-70,3,179,10/12/2020 02:15:02 PM
2020/04/26,61-70,2,181,10/12/2020 02:15:02 PM
2020/04/27,61-70,3,184,10/12/2020 02:15:02 PM
2020/04/28,61-70,2,186,10/12/2020 02:15:02 PM
2020/04/29,61-70,7,193,10/12/2020 02:15:02 PM
2020/04/30,61-70,4,197,10/12/2020 02:15:02 PM
2020/05/01,61-70,2,199,10/12/2020 02:15:02 PM
2020/05/02,61-70,5,204,10/12/2020 02:15:02 PM
2020/05/03,61-70,0,204,10/12/2020 02:15:02 PM
2020/05/04,61-70,3,207,10/12/2020 02:15:02 PM
2020/05/05,61-70,1,208,10/12/2020 02:15:02 PM
2020/05/06,61-70,2,210,10/12/2020 02:15:02 PM
2020/05/07,61-70,1,211,10/12/2020 02:15:02 PM
2020/05/08,61-70,3,214,10/12/2020 02:15:02 PM
2020/05/09,61-70,1,215,10/12/2020 02:15:02 PM
2020/05/10,61-70,0,215,10/12/2020 02:15:02 PM
2020/05/11,61-70,1,216,10/12/2020 02:15:02 PM
2020/05/12,61-70,2,218,10/12/2020 02:15:02 PM
2020/05/13,61-70,2,220,10/12/2020 02:15:02 PM
2020/05/14,61-70,3,223,10/12/2020 02:15:02 PM
2020/05/15,61-70,3,226,10/12/2020 02:15:02 PM
2020/05/16,61-70,1,227,10/12/2020 02:15:02 PM
2020/05/17,61-70,1,228,10/12/2020 02:15:02 PM
2020/05/18,61-70,1,229,10/12/2020 02:15:02 PM
2020/05/19,61-70,0,229,10/12/2020 02:15:02 PM
2020/05/20,61-70,2,231,10/12/2020 02:15:02 PM
2020/05/21,61-70,1,232,10/12/2020 02:15:02 PM
2020/05/22,61-70,0,232,10/12/2020 02:15:02 PM
2020/05/23,61-70,2,234,10/12/2020 02:15:02 PM
2020/05/24,61-70,0,234,10/12/2020 02:15:02 PM
2020/05/25,61-70,1,235,10/12/2020 02:15:02 PM
2020/05/26,61-70,0,235,10/12/2020 02:15:02 PM
2020/05/27,61-70,1,236,10/12/2020 02:15:02 PM
2020/05/28,61-70,1,237,10/12/2020 02:15:02 PM
2020/05/29,61-70,1,238,10/12/2020 02:15:02 PM
2020/05/30,61-70,2,240,10/12/2020 02:15:02 PM
2020/05/31,61-70,3,243,10/12/2020 02:15:02 PM
2020/06/01,61-70,2,245,10/12/2020 02:15:02 PM
2020/06/02,61-70,3,248,10/12/2020 02:15:02 PM
2020/06/03,61-70,3,251,10/12/2020 02:15:02 PM
2020/06/04,61-70,3,254,10/12/2020 02:15:02 PM
2020/06/05,61-70,3,257,10/12/2020 02:15:02 PM
2020/06/06,61-70,1,258,10/12/2020 02:15:02 PM
2020/06/07,61-70,1,259,10/12/2020 02:15:02 PM
2020/06/08,61-70,2,261,10/12/2020 02:15:02 PM
2020/06/09,61-70,1,262,10/12/2020 02:15:02 PM
2020/06/10,61-70,0,262,10/12/2020 02:15:02 PM
2020/06/11,61-70,2,264,10/12/2020 02:15:02 PM
2020/06/12,61-70,5,269,10/12/2020 02:15:02 PM
2020/06/13,61-70,1,270,10/12/2020 02:15:02 PM
2020/06/14,61-70,0,270,10/12/2020 02:15:02 PM
2020/06/15,61-70,1,271,10/12/2020 02:15:02 PM
2020/06/16,61-70,3,274,10/12/2020 02:15:02 PM
2020/06/17,61-70,1,275,10/12/2020 02:15:02 PM
2020/06/18,61-70,2,277,10/12/2020 02:15:02 PM
2020/06/19,61-70,4,281,10/12/2020 02:15:02 PM
2020/06/20,61-70,1,282,10/12/2020 02:15:02 PM
2020/06/21,61-70,1,283,10/12/2020 02:15:02 PM
2020/06/22,61-70,5,288,10/12/2020 02:15:02 PM
2020/06/23,61-70,6,294,10/12/2020 02:15:02 PM
2020/06/24,61-70,3,297,10/12/2020 02:15:02 PM
2020/06/25,61-70,1,298,10/12/2020 02:15:02 PM
2020/06/26,61-70,6,304,10/12/2020 02:15:02 PM
2020/06/27,61-70,4,308,10/12/2020 02:15:02 PM
2020/06/28,61-70,2,310,10/12/2020 02:15:02 PM
2020/06/29,61-70,3,313,10/12/2020 02:15:02 PM
2020/06/30,61-70,5,318,10/12/2020 02:15:02 PM
2020/07/01,61-70,4,322,10/12/2020 02:15:02 PM
2020/07/02,61-70,3,325,10/12/2020 02:15:02 PM
2020/07/03,61-70,1,326,10/12/2020 02:15:02 PM
2020/07/04,61-70,0,326,10/12/2020 02:15:02 PM
2020/07/05,61-70,2,328,10/12/2020 02:15:02 PM
2020/07/06,61-70,6,334,10/12/2020 02:15:02 PM
2020/07/07,61-70,5,339,10/12/2020 02:15:02 PM
2020/07/08,61-70,7,346,10/12/2020 02:15:02 PM
2020/07/09,61-70,3,349,10/12/2020 02:15:02 PM
2020/07/10,61-70,9,358,10/12/2020 02:15:02 PM
2020/07/11,61-70,5,363,10/12/2020 02:15:02 PM
2020/07/12,61-70,4,367,10/12/2020 02:15:02 PM
2020/07/13,61-70,9,376,10/12/2020 02:15:02 PM
2020/07/14,61-70,11,387,10/12/2020 02:15:02 PM
2020/07/15,61-70,9,396,10/12/2020 02:15:02 PM
2020/07/16,61-70,7,403,10/12/2020 02:15:02 PM
2020/07/17,61-70,8,411,10/12/2020 02:15:02 PM
2020/07/18,61-70,4,415,10/12/2020 02:15:02 PM
2020/07/19,61-70,4,419,10/12/2020 02:15:02 PM
2020/07/20,61-70,9,428,10/12/2020 02:15:02 PM
2020/07/21,61-70,12,440,10/12/2020 02:15:02 PM
2020/07/22,61-70,8,448,10/12/2020 02:15:02 PM
2020/07/23,61-70,6,454,10/12/2020 02:15:02 PM
2020/07/24,61-70,7,461,10/12/2020 02:15:02 PM
2020/07/25,61-70,3,464,10/12/2020 02:15:02 PM
2020/07/26,61-70,3,467,10/12/2020 02:15:02 PM
2020/07/27,61-70,3,470,10/12/2020 02:15:02 PM
2020/07/28,61-70,8,478,10/12/2020 02:15:02 PM
2020/07/29,61-70,8,486,10/12/2020 02:15:02 PM
2020/07/30,61-70,11,497,10/12/2020 02:15:02 PM
2020/07/31,61-70,11,508,10/12/2020 02:15:02 PM
2020/08/01,61-70,3,511,10/12/2020 02:15:02 PM
2020/08/02,61-70,2,513,10/12/2020 02:15:02 PM
2020/08/03,61-70,10,523,10/12/2020 02:15:02 PM
2020/08/04,61-70,7,530,10/12/2020 02:15:02 PM
2020/08/05,61-70,6,536,10/12/2020 02:15:02 PM
2020/08/06,61-70,2,538,10/12/2020 02:15:02 PM
2020/08/07,61-70,7,545,10/12/2020 02:15:02 PM
2020/08/08,61-70,3,548,10/12/2020 02:15:02 PM
2020/08/09,61-70,1,549,10/12/2020 02:15:02 PM
2020/08/10,61-70,6,555,10/12/2020 02:15:02 PM
2020/08/11,61-70,3,558,10/12/2020 02:15:02 PM
2020/08/12,61-70,5,563,10/12/2020 02:15:02 PM
2020/08/13,61-70,6,569,10/12/2020 02:15:02 PM
2020/08/14,61-70,5,574,10/12/2020 02:15:02 PM
2020/08/15,61-70,5,579,10/12/2020 02:15:02 PM
2020/08/16,61-70,5,584,10/12/2020 02:15:02 PM
2020/08/17,61-70,6,590,10/12/2020 02:15:02 PM
2020/08/18,61-70,2,592,10/12/2020 02:15:02 PM
2020/08/19,61-70,3,595,10/12/2020 02:15:02 PM
2020/08/20,61-70,5,600,10/12/2020 02:15:02 PM
2020/08/21,61-70,5,605,10/12/2020 02:15:02 PM
2020/08/22,61-70,6,611,10/12/2020 02:15:02 PM
2020/08/23,61-70,2,613,10/12/2020 02:15:02 PM
2020/08/24,61-70,7,620,10/12/2020 02:15:02 PM
2020/08/25,61-70,3,623,10/12/2020 02:15:02 PM
2020/08/26,61-70,3,626,10/12/2020 02:15:02 PM
2020/08/27,61-70,4,630,10/12/2020 02:15:02 PM
2020/08/28,61-70,4,634,10/12/2020 02:15:02 PM
2020/08/29,61-70,5,639,10/12/2020 02:15:02 PM
2020/08/30,61-70,1,640,10/12/2020 02:15:02 PM
2020/08/31,61-70,6,646,10/12/2020 02:15:02 PM
2020/09/01,61-70,4,650,10/12/2020 02:15:02 PM
2020/09/02,61-70,8,658,10/12/2020 02:15:02 PM
2020/09/03,61-70,3,661,10/12/2020 02:15:02 PM
2020/09/04,61-70,6,667,10/12/2020 02:15:02 PM
2020/09/05,61-70,6,673,10/12/2020 02:15:02 PM
2020/09/06,61-70,1,674,10/12/2020 02:15:02 PM
2020/09/07,61-70,5,679,10/12/2020 02:15:02 PM
2020/09/08,61-70,4,683,10/12/2020 02:15:02 PM
2020/09/09,61-70,7,690,10/12/2020 02:15:02 PM
2020/09/10,61-70,5,695,10/12/2020 02:15:02 PM
2020/09/11,61-70,10,705,10/12/2020 02:15:02 PM
2020/09/12,61-70,5,710,10/12/2020 02:15:02 PM
2020/09/13,61-70,0,710,10/12/2020 02:15:02 PM
2020/09/14,61-70,5,715,10/12/2020 02:15:02 PM
2020/09/15,61-70,6,721,10/12/2020 02:15:02 PM
2020/09/16,61-70,9,730,10/12/2020 02:15:02 PM
2020/09/17,61-70,2,732,10/12/2020 02:15:02 PM
2020/09/18,61-70,5,737,10/12/2020 02:15:02 PM
2020/09/19,61-70,1,738,10/12/2020 02:15:02 PM
2020/09/20,61-70,2,740,10/12/2020 02:15:02 PM
2020/09/21,61-70,3,743,10/12/2020 02:15:02 PM
2020/09/22,61-70,3,746,10/12/2020 02:15:02 PM
2020/09/23,61-70,2,748,10/12/2020 02:15:02 PM
2020/09/24,61-70,2,750,10/12/2020 02:15:02 PM
2020/09/25,61-70,4,754,10/12/2020 02:15:02 PM
2020/09/26,61-70,2,756,10/12/2020 02:15:02 PM
2020/09/27,61-70,2,758,10/12/2020 02:15:02 PM
2020/09/28,61-70,3,761,10/12/2020 02:15:02 PM
2020/09/29,61-70,4,765,10/12/2020 02:15:02 PM
2020/09/30,61-70,6,771,10/12/2020 02:15:02 PM
2020/10/01,61-70,4,775,10/12/2020 02:15:02 PM
2020/10/02,61-70,2,777,10/12/2020 02:15:02 PM
2020/10/03,61-70,2,779,10/12/2020 02:15:02 PM
2020/10/04,61-70,0,779,10/12/2020 02:15:02 PM
2020/10/05,61-70,2,781,10/12/2020 02:15:02 PM
2020/10/06,61-70,3,784,10/12/2020 02:15:02 PM
2020/10/07,61-70,0,784,10/12/2020 02:15:02 PM
2020/10/08,61-70,1,785,10/12/2020 02:15:02 PM
2020/10/09,61-70,2,787,10/12/2020 02:15:02 PM
2020/10/10,61-70,0,787,10/12/2020 02:15:02 PM
2020/10/11,61-70,0,787,10/12/2020 02:15:02 PM
